path	records	elections	subject	sensitivity	public	note
normalized.privaciu-interesu-deklaracija.vii-sandoriai[].sandorio-vertes-litais-kodas	1854	5	candidate	financial	ship	assets, income sources, securities, obligations, transactions, gifts and possible conflicts of interest
normalized.privaciu-interesu-deklaracija.vii-sandoriai[].suma-skaiciais	1854	5	candidate	financial	ship	assets, income sources, securities, obligations, transactions, gifts and possible conflicts of interest
normalized.privaciu-interesu-deklaracija.vii-sandoriai[].suma-zodziais	1854	5	candidate	financial	ship	assets, income sources, securities, obligations, transactions, gifts and possible conflicts of interest
normalized.privaciu-interesu-deklaracija.vii-sandoriai[].tipas	1854	5	none	technical	ship	a selector or category: whose entry it is, what kind
normalized.privaciu-interesu-deklaracija.viii-fiziniai-ar-juridiniai-asmenys-del-kuriu-gali-kilti-interesu-konfliktas[].fizinio-asmens-vardas-pavarde-juridinio-asmens-pavadinimas	814	4	third-party	identifying	ship	a natural person named in the declaration: a relative, a counterparty, a gift giver, a source of a possible conflict
normalized.privaciu-interesu-deklaracija.viii-fiziniai-ar-juridiniai-asmenys-del-kuriu-gali-kilti-interesu-konfliktas[].galimo-interesu-konflikto-pagrindas	814	4	candidate	financial	ship	assets, income sources, securities, obligations, transactions, gifts and possible conflicts of interest
normalized.privaciu-interesu-deklaracija.viii-fiziniai-ar-juridiniai-asmenys-del-kuriu-gali-kilti-interesu-konfliktas[].tipas	814	4	none	technical	ship	a selector or category: whose entry it is, what kind
normalized.privaciu-interesu-deklaracija.viii-nemokamai-suteiktos-ar-kitu-asmenu-apmoketos-paslaugos[].data	18	2	candidate	financial	ship	assets, income sources, securities, obligations, transactions, gifts and possible conflicts of interest
normalized.privaciu-interesu-deklaracija.viii-nemokamai-suteiktos-ar-kitu-asmenu-apmoketos-paslaugos[].kas-suteike-paslauga	18	2	third-party	identifying	ship	a natural person named in the declaration: a relative, a counterparty, a gift giver, a source of a possible conflict
normalized.privaciu-interesu-deklaracija.viii-nemokamai-suteiktos-ar-kitu-asmenu-apmoketos-paslaugos[].paslauga	18	2	candidate	financial	ship	assets, income sources, securities, obligations, transactions, gifts and possible conflicts of interest
normalized.privaciu-interesu-deklaracija.viii-nemokamai-suteiktos-ar-kitu-asmenu-apmoketos-paslaugos[].tipas	18	2	none	technical	ship	a selector or category: whose entry it is, what kind
normalized.privaciu-interesu-deklaracija.visos-darbovietes-ir-pareigos	295	4	candidate	biographical	ship	the declarant's employers, positions, memberships and activities
normalized.privaciu-interesu-deklaracija.visos-darbovietes-pareigos	16399	1	candidate	biographical	ship	the declarant's employers, positions, memberships and activities
normalized.privaciu-interesu-deklaracija.x-aplinkybes-del-kuriu-deklaruojanciojo-nuomone-gali-kilti-interesu-konfliktas[].aprasymas	114	2	candidate	financial	ship	assets, income sources, securities, obligations, transactions, gifts and possible conflicts of interest
normalized.privaciu-interesu-deklaracija.x-aplinkybes-del-kuriu-deklaruojanciojo-nuomone-gali-kilti-interesu-konfliktas[].tipas	114	2	none	technical	ship	a selector or category: whose entry it is, what kind
normalized.privaciu-interesu-deklaracija.x-asmenys-del-kuriu-gali-kilti-viesuju-ir-privaciu-interesu-konfliktas[].galimo-interesu-konflikto-pagrindas	523	3	candidate	financial	ship	assets, income sources, securities, obligations, transactions, gifts and possible conflicts of interest
normalized.privaciu-interesu-deklaracija.x-asmenys-del-kuriu-gali-kilti-viesuju-ir-privaciu-interesu-konfliktas[].tipas	523	3	none	technical	ship	a selector or category: whose entry it is, what kind
normalized.privaciu-interesu-deklaracija.x-asmenys-del-kuriu-gali-kilti-viesuju-ir-privaciu-interesu-konfliktas[].vardas-pavarde	523	3	third-party	identifying	ship	a natural person named in the declaration: a relative, a counterparty, a gift giver, a source of a possible conflict
normalized.privaciu-interesu-deklaracija.xi-kiti-duomenys-ar-aplinkybes-del-kuriu-deklaruojanciojo-nuomone-gali-kilti-viesuju-ir-privaciu-interesu-konfliktas[].pavadinimas	82	3	third-party	organisation	ship	the legal person or place named in the entry (a counterparty can also be a natural person)
normalized.privaciu-interesu-deklaracija.xi-kiti-duomenys-ar-aplinkybes-del-kuriu-deklaruojanciojo-nuomone-gali-kilti-viesuju-ir-privaciu-interesu-konfliktas[].tipas	82	3	none	technical	ship	a selector or category: whose entry it is, what kind
normalized.profilis.biografijos-nuoroda	950	6	none	technical	ship	
normalized.profilis.dokumentu-pateikimo-data	29908	15	none	technical	ship	
normalized.profilis.kandidatuoja-i	29908	15	candidate	public-record	ship	
normalized.profilis.kita	10147	2	none	technical	ship	an empty section: the key exists and holds nothing on this record
normalized.profilis.kita.apygarda-2.nuorodos[]	2803	4	none	technical	ship	the card row's own label and links
normalized.profilis.kita.apygarda-2.pavadinimas	2803	4	none	technical	ship	the card row's own label and links
normalized.profilis.kita.apygarda-2.reiksme	2803	4	candidate	public-record	ship	a card row about the candidacy: constituency, municipality, list numbers, round, campaign registration
normalized.profilis.kita.apygarda-3.nuorodos[]	5	2	none	technical	ship	the card row's own label and links
normalized.profilis.kita.apygarda-3.pavadinimas	5	2	none	technical	ship	the card row's own label and links
normalized.profilis.kita.apygarda-3.reiksme	5	2	candidate	public-record	ship	a card row about the candidacy: constituency, municipality, list numbers, round, campaign registration
normalized.profilis.kita.apygarda.nuorodos[]	29475	14	none	technical	ship	the card row's own label and links
normalized.profilis.kita.apygarda.pavadinimas	29475	14	none	technical	ship	the card row's own label and links
normalized.profilis.kita.apygarda.reiksme	29475	14	candidate	public-record	ship	a card row about the candidacy: constituency, municipality, list numbers, round, campaign registration
normalized.profilis.kita.atstovaujamojo-politines-kampanijos-dalyvio-duomenys.nuorodos[]	1021	10	none	technical	ship	the card row's own label and links
normalized.profilis.kita.atstovaujamojo-politines-kampanijos-dalyvio-duomenys.pavadinimas	1021	10	none	technical	ship	the card row's own label and links
normalized.profilis.kita.atstovaujamojo-politines-kampanijos-dalyvio-duomenys.reiksme	1021	10	candidate	public-record	ship	a card row about the candidacy: constituency, municipality, list numbers, round, campaign registration
normalized.profilis.kita.buves-numeris-sarase.nuorodos[]	686	2	none	technical	ship	the card row's own label and links
normalized.profilis.kita.buves-numeris-sarase.pavadinimas	686	2	none	technical	ship	the card row's own label and links
normalized.profilis.kita.buves-numeris-sarase.reiksme	686	2	candidate	public-record	ship	a card row about the candidacy: constituency, municipality, list numbers, round, campaign registration
normalized.profilis.kita.daugiamandateje-apygardoje.nuorodos[]	3449	2	none	technical	ship	the card row's own label and links
normalized.profilis.kita.daugiamandateje-apygardoje.pavadinimas	3449	2	none	technical	ship	the card row's own label and links
normalized.profilis.kita.daugiamandateje-apygardoje.reiksme	3449	2	candidate	public-record	ship	a card row about the candidacy: constituency, municipality, list numbers, round, campaign registration
normalized.profilis.kita.duomenu-anketa.nuorodos[]	17	1	none	technical	ship	the card row's own label and links
normalized.profilis.kita.duomenu-anketa.pavadinimas	17	1	none	technical	ship	the card row's own label and links
normalized.profilis.kita.duomenu-anketa.reiksme	17	1	none	technical	ship	the label of a linked document
normalized.profilis.kita.gimimo-data.nuorodos[]	13429	2	none	technical	ship	the card row's own label and links
normalized.profilis.kita.gimimo-data.pavadinimas	13429	2	none	technical	ship	the card row's own label and links
normalized.profilis.kita.gimimo-data.reiksme	13429	2	candidate	identifying	ship	
normalized.profilis.kita.gyventojo-turto-pajamu-deklaracija.nuorodos[]	6	1	none	technical	ship	the card row's own label and links
normalized.profilis.kita.gyventojo-turto-pajamu-deklaracija.pavadinimas	6	1	none	technical	ship	the card row's own label and links
normalized.profilis.kita.gyventojo-turto-pajamu-deklaracija.reiksme	6	1	none	technical	ship	the label of a linked document
normalized.profilis.kita.i-turas.nuorodos[]	1815	4	none	technical	ship	the card row's own label and links
normalized.profilis.kita.i-turas.pavadinimas	1815	4	none	technical	ship	the card row's own label and links
normalized.profilis.kita.i-turas.reiksme	1815	4	candidate	public-record	ship	a card row about the candidacy: constituency, municipality, list numbers, round, campaign registration
normalized.profilis.kita.ii-turas.nuorodos[]	286	4	none	technical	ship	the card row's own label and links
normalized.profilis.kita.ii-turas.pavadinimas	286	4	none	technical	ship	the card row's own label and links
normalized.profilis.kita.ii-turas.reiksme	286	4	candidate	public-record	ship	a card row about the candidacy: constituency, municipality, list numbers, round, campaign registration
normalized.profilis.kita.interneto-svetaine.nuorodos[]	5	1	none	technical	ship	the card row's own label and links
normalized.profilis.kita.interneto-svetaine.pavadinimas	5	1	none	technical	ship	the card row's own label and links
normalized.profilis.kita.interneto-svetaine.reiksme	5	1	candidate	contact	ship	the candidate's own website
normalized.profilis.kita.iskele-2.nuorodos[]	4199	9	none	technical	ship	the card row's own label and links
normalized.profilis.kita.iskele-2.pavadinimas	4199	9	none	technical	ship	the card row's own label and links
normalized.profilis.kita.iskele-2.reiksme	4199	9	candidate	political	ship	the nominating organisation and list
normalized.profilis.kita.iskele-3.nuorodos[]	344	4	none	technical	ship	the card row's own label and links
normalized.profilis.kita.iskele-3.pavadinimas	344	4	none	technical	ship	the card row's own label and links
normalized.profilis.kita.iskele-3.reiksme	344	4	candidate	political	ship	the nominating organisation and list
normalized.profilis.kita.iskele-4.nuorodos[]	2	1	none	technical	ship	the card row's own label and links
normalized.profilis.kita.iskele-4.pavadinimas	2	1	none	technical	ship	the card row's own label and links
normalized.profilis.kita.iskele-4.reiksme	2	1	candidate	political	ship	the nominating organisation and list
normalized.profilis.kita.iskele-i-savivaldybes-merus.nuorodos[]	48	4	none	technical	ship	the card row's own label and links
normalized.profilis.kita.iskele-i-savivaldybes-merus.pavadinimas	48	4	none	technical	ship	the card row's own label and links
normalized.profilis.kita.iskele-i-savivaldybes-merus.reiksme	48	4	candidate	political	ship	the nominating organisation and list
normalized.profilis.kita.iskele-i-tarybos-narius-ir-merus.nuorodos[]	406	1	none	technical	ship	the card row's own label and links
normalized.profilis.kita.iskele-i-tarybos-narius-ir-merus.pavadinimas	406	1	none	technical	ship	the card row's own label and links
normalized.profilis.kita.iskele-i-tarybos-narius-ir-merus.reiksme	406	1	candidate	political	ship	the nominating organisation and list
normalized.profilis.kita.iskele-i-tarybos-narius-merus.nuorodos[]	450	5	none	technical	ship	the card row's own label and links
normalized.profilis.kita.iskele-i-tarybos-narius-merus.pavadinimas	450	5	none	technical	ship	the card row's own label and links
normalized.profilis.kita.iskele-i-tarybos-narius-merus.reiksme	450	5	candidate	political	ship	the nominating organisation and list
normalized.profilis.kita.iskele.nuorodos[]	55877	29	none	technical	ship	the card row's own label and links
normalized.profilis.kita.iskele.pavadinimas	55877	29	none	technical	ship	the card row's own label and links
normalized.profilis.kita.iskele.reiksme	55877	29	candidate	political	ship	the nominating organisation and list
normalized.profilis.kita.issikeles-kandidatas.nuorodos[]	518	3	none	technical	ship	the card row's own label and links
normalized.profilis.kita.issikeles-kandidatas.pavadinimas	518	3	none	technical	ship	the card row's own label and links
